mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014832019805908203,0.005222462867866053,0.002824258804321289,0.00047106031628137835,0.5,{'alpha': 0.5},0.8609794628751974,0.8575949367088608,0.8457869634340223,0.8487261146496815,0.8423566878980892,0.8510888331131701,0.007072433269773542,1
0.009523391723632812,0.0009624725168419275,0.002360820770263672,0.000735569918308108,1,{'alpha': 1},0.8530805687203792,0.8496835443037974,0.8426073131955485,0.8407643312101911,0.8359872611464968,0.8444246037152826,0.0061720511266624275,2
0.008577775955200196,0.0007778951256750199,0.002113008499145508,0.00032768853879202404,1.5,{'alpha': 1.5},0.8530805687203792,0.8433544303797469,0.8410174880763116,0.839171974522293,0.8312101910828026,0.8415669305563067,0.007057744304771962,3
0.009779405593872071,0.0021910344755517834,0.002062559127807617,0.00032848619303419986,2,{'alpha': 2},0.8530805687203792,0.8417721518987342,0.8410174880763116,0.839171974522293,0.8296178343949044,0.8409320035225244,0.007475411940482703,4
