mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.1543616771698,0.09589136380489607,0.0449765682220459,0.0040598026754448124,50,50,"{'max_depth': 50, 'n_estimators': 50}",0.8625592417061612,0.8401898734177216,0.8267090620031796,0.85828025477707,0.8471337579617835,0.8469744379731832,0.012864282049691592,13
4.048455381393433,0.09993407065872795,0.07714343070983887,0.0012262949051205132,50,100,"{'max_depth': 50, 'n_estimators': 100}",0.8641390205371248,0.8528481012658228,0.8600953895071543,0.8503184713375797,0.8455414012738853,0.8545884767843134,0.006702990414184335,10
20.145529556274415,0.655780753258584,0.3584453582763672,0.005426869000632089,50,500,"{'max_depth': 50, 'n_estimators': 500}",0.8704581358609794,0.8544303797468354,0.8600953895071543,0.8535031847133758,0.8598726114649682,0.8596719402586626,0.006034717811914308,6
39.43793959617615,1.1464449519237365,0.7023644924163819,0.007867528825594576,50,1000,"{'max_depth': 50, 'n_estimators': 1000}",0.8720379146919431,0.8591772151898734,0.8537360890302067,0.8630573248407644,0.8614649681528662,0.8618947023811309,0.005972751910423306,1
2.096539926528931,0.05492539470076831,0.041977453231811526,0.0008555112237529932,100,50,"{'max_depth': 100, 'n_estimators': 50}",0.8420221169036335,0.8401898734177216,0.8282988871224165,0.8503184713375797,0.8535031847133758,0.8428665066989455,0.008817750236122282,14
4.169864797592163,0.12242199797575154,0.07568578720092774,0.0011132357308419759,100,100,"{'max_depth': 100, 'n_estimators': 100}",0.8657187993680885,0.8560126582278481,0.8394276629570747,0.8471337579617835,0.8280254777070064,0.8472636712443602,0.013028158129379191,12
20.861136293411256,0.539778543124465,0.3545720100402832,0.0033351470868336636,100,500,"{'max_depth': 100, 'n_estimators': 500}",0.8783570300157978,0.8607594936708861,0.8600953895071543,0.8535031847133758,0.8519108280254777,0.8609251851865384,0.00939073963806955,4
42.63008952140808,2.0163651048165026,0.705182409286499,0.010512118734279007,100,1000,"{'max_depth': 100, 'n_estimators': 1000}",0.8751974723538705,0.8591772151898734,0.8569157392686805,0.8598726114649682,0.8550955414012739,0.8612517159357334,0.007174800110328158,3
2.1027565479278563,0.06746554303632066,0.04237146377563476,0.0009916468430208694,500,50,"{'max_depth': 500, 'n_estimators': 50}",0.8530805687203792,0.8417721518987342,0.8330683624801272,0.8423566878980892,0.8312101910828026,0.8402975924160264,0.007805912009843811,15
4.2133471965789795,0.13719044614245846,0.07750797271728516,0.0008292967693166836,500,100,"{'max_depth': 500, 'n_estimators': 100}",0.8609794628751974,0.8607594936708861,0.8505564387917329,0.8487261146496815,0.8662420382165605,0.8574527096408117,0.006698314975773427,9
20.966358184814453,0.6194894957698202,0.3547061920166016,0.004906628659146761,500,500,"{'max_depth': 500, 'n_estimators': 500}",0.8688783570300158,0.8544303797468354,0.8553259141494436,0.8519108280254777,0.8614649681528662,0.8584020894209278,0.006107490739804983,8
41.91850023269653,1.2621412912882046,0.7081793785095215,0.016854621914837727,500,1000,"{'max_depth': 500, 'n_estimators': 1000}",0.8720379146919431,0.865506329113924,0.8505564387917329,0.8487261146496815,0.85828025477707,0.8590214104048703,0.008828156379234231,7
2.0869946002960207,0.05824295425467432,0.041916608810424805,0.0005858958722827123,1000,50,"{'max_depth': 1000, 'n_estimators': 50}",0.8578199052132701,0.8212025316455697,0.8314785373608903,0.839171974522293,0.8280254777070064,0.8355396852898058,0.012554775486823702,16
4.180722284317016,0.12729433161615553,0.07655315399169922,0.001207026756926845,1000,100,"{'max_depth': 1000, 'n_estimators': 100}",0.8593996840442338,0.8528481012658228,0.8473767885532592,0.839171974522293,0.8439490445859873,0.8485491185943193,0.007023985936028182,11
21.125478744506836,0.5241730208950824,0.35738320350646974,0.00453811401619914,1000,500,"{'max_depth': 1000, 'n_estimators': 500}",0.8720379146919431,0.8528481012658228,0.8585055643879174,0.8550955414012739,0.8598726114649682,0.8596719466423851,0.006660724140682471,5
41.5681809425354,1.2880550967754885,0.7021692276000977,0.009332604478526895,1000,1000,"{'max_depth': 1000, 'n_estimators': 1000}",0.8688783570300158,0.8639240506329114,0.8585055643879174,0.85828025477707,0.85828025477707,0.861573696320997,0.004242385683332647,2
